user_idx,movie_idx,rating_scaled
61,2421,0.6666666666666665
679,635,0.4444444444444445
1801,2024,0.7777777777777777
183,2176,0.6666666666666665
183,1812,0.6666666666666665
1246,232,0.7777777777777777
727,1581,0.7777777777777777
645,835,0.5555555555555556
1534,2365,0.3333333333333333
1998,947,0.8888888888888888
3388,2257,0.7777777777777777
545,679,0.4444444444444445
183,1448,0.6666666666666665
419,2342,0.5555555555555556
1612,2255,0.7777777777777777
1495,562,0.8888888888888888
136,660,0.5555555555555556
3396,1877,0.3333333333333333
545,2086,0.6666666666666665
91,1900,0.8888888888888888
453,1597,1.0
545,1809,0.4444444444444445
327,488,0.8888888888888888
3351,79,0.0
352,2184,1.0
3064,1284,0.8888888888888888
545,677,0.6666666666666665
497,1456,0.0
1675,205,0.5555555555555556
248,2156,1.0
1377,2211,0.2222222222222222
873,773,1.0
498,1954,1.0
715,1531,1.0
3426,150,0.6666666666666665
545,1712,0.5555555555555556
681,2399,0.6666666666666665
419,1451,0.6666666666666665
1711,283,0.4444444444444445
3220,1323,0.3333333333333333
183,1917,0.5555555555555556
9,133,0.7777777777777777
198,2087,0.5555555555555556
1195,2168,0.4444444444444445
968,2137,0.8888888888888888
1711,1999,0.7777777777777777
183,177,0.6666666666666665
839,402,0.8888888888888888
1203,90,0.5555555555555556
545,286,0.6666666666666665
352,1433,1.0
2944,852,0.5555555555555556
410,492,0.8888888888888888
971,88,0.4444444444444445
1711,1990,0.8888888888888888
1890,514,0.5555555555555556
446,2335,0.6666666666666665
658,2036,0.5555555555555556
1365,1671,0.6666666666666665
352,1697,0.0
622,2191,0.5555555555555556
1681,180,0.2222222222222222
1938,230,0.8888888888888888
243,519,0.6666666666666665
3394,1920,0.7777777777777777
2006,2402,1.0
1756,2325,0.6666666666666665
319,223,0.5555555555555556
354,1906,0.3333333333333333
1399,2639,0.5555555555555556
805,225,0.6666666666666665
183,1732,0.6666666666666665
190,2400,0.5555555555555556
1567,461,0.6666666666666665
3498,1511,0.3333333333333333
2103,313,0.1111111111111111
1786,308,0.4444444444444445
873,2166,0.6666666666666665
183,2165,0.5555555555555556
968,1540,0.6666666666666665
183,2244,0.6666666666666665
1531,1787,1.0
2525,1110,0.1111111111111111
1786,533,0.6666666666666665
126,2267,0.7777777777777777
183,824,0.5555555555555556
1711,1381,0.7777777777777777
61,1566,0.5555555555555556
690,2389,0.8888888888888888
3394,1859,0.5555555555555556
940,103,0.8888888888888888
545,1363,0.5555555555555556
248,2329,0.4444444444444445
3106,2328,0.6666666666666665
126,1880,0.8888888888888888
352,1598,1.0
62,2230,0.6666666666666665
354,1607,0.7777777777777777
3118,144,0.0
472,2411,0.7777777777777777
632,448,0.6666666666666665
453,1407,0.7777777777777777
86,829,0.6666666666666665
1567,2366,0.7777777777777777
1373,2009,0.6666666666666665
173,352,0.8888888888888888
1178,2206,0.5555555555555556
727,1590,0.5555555555555556
179,2043,0.7777777777777777
760,1728,0.3333333333333333
2208,2437,0.7777777777777777
1780,1958,0.5555555555555556
56,2284,0.7777777777777777
1711,306,1.0
715,2419,0.5555555555555556
670,2290,0.6666666666666665
1405,514,0.8888888888888888
183,1699,0.6666666666666665
884,2282,0.5555555555555556
